{0.34500000000000003, 0.77}
{0.47000000000000003, 0.4}
{0.47000000000000003, 0.41000000000000003}
{0.47000000000000003, 0.42}
{0.47000000000000003, 0.43}
{0.47000000000000003, 0.44}
{0.47000000000000003, 0.45}
{0.47000000000000003, 0.46}
{0.47000000000000003, 0.47000000000000003}
{0.47000000000000003, 0.48}
{0.47000000000000003, 0.49}
{0.47000000000000003, 0.5}
{0.47000000000000003, 0.51}
{0.47000000000000003, 0.52}
{0.47000000000000003, 0.53}
{0.47000000000000003, 0.54}
{0.47000000000000003, 0.55}
{0.47000000000000003, 0.56}
{0.47000000000000003, 0.5700000000000001}
{0.47000000000000003, 0.58}
{0.47000000000000003, 0.59}
{0.47500000000000003, 0.}
{0.47500000000000003, 0.01}
{0.47500000000000003, 0.02}
{0.47500000000000003, 0.03}
{0.47500000000000003, 0.04}
{0.47500000000000003, 0.05}
{0.47500000000000003, 0.06}
{0.47500000000000003, 0.07}
{0.47500000000000003, 0.08}
{0.47500000000000003, 0.09}
{0.47500000000000003, 0.1}
{0.47500000000000003, 0.11}
{0.47500000000000003, 0.12}
{0.47500000000000003, 0.13}
{0.47500000000000003, 0.14}
{0.47500000000000003, 0.15}
{0.47500000000000003, 0.16}
{0.47500000000000003, 0.17}
{0.47500000000000003, 0.18}
{0.47500000000000003, 0.19}
{0.47500000000000003, 0.2}
{0.47500000000000003, 0.21}
{0.47500000000000003, 0.22}
{0.47500000000000003, 0.23}
{0.47500000000000003, 0.24}
{0.47500000000000003, 0.25}
{0.47500000000000003, 0.26}
{0.47500000000000003, 0.27}
{0.47500000000000003, 0.28}
{0.47500000000000003, 0.29}
{0.47500000000000003, 0.3}
{0.47500000000000003, 0.31}
{0.47500000000000003, 0.32}
{0.47500000000000003, 0.33}
{0.47500000000000003, 0.34}
{0.47500000000000003, 0.35000000000000003}
{0.47500000000000003, 0.36}
{0.47500000000000003, 0.37}
{0.47500000000000003, 0.38}
{0.47500000000000003, 0.39}
{0.47500000000000003, 0.4}
{0.47500000000000003, 0.41000000000000003}
{0.47500000000000003, 0.42}
{0.47500000000000003, 0.43}
{0.47500000000000003, 0.44}
{0.47500000000000003, 0.45}
{0.47500000000000003, 0.46}
{0.47500000000000003, 0.47000000000000003}
{0.47500000000000003, 0.48}
{0.47500000000000003, 0.49}
{0.47500000000000003, 0.5}
{0.47500000000000003, 0.51}
{0.47500000000000003, 0.52}
{0.47500000000000003, 0.53}
{0.47500000000000003, 0.54}
{0.47500000000000003, 0.55}
{0.47500000000000003, 0.56}
{0.47500000000000003, 0.5700000000000001}
{0.47500000000000003, 0.58}
{0.48, 0.}
{0.48, 0.01}
{0.48, 0.02}
{0.48, 0.03}
{0.48, 0.04}
{0.48, 0.05}
{0.48, 0.06}
{0.48, 0.07}
{0.48, 0.08}
{0.48, 0.09}
{0.48, 0.1}
{0.48, 0.11}
{0.48, 0.12}
{0.48, 0.13}
{0.48, 0.14}
{0.48, 0.15}
{0.48, 0.16}
{0.48, 0.17}
{0.48, 0.18}
{0.48, 0.19}
{0.48, 0.2}
{0.48, 0.21}
{0.48, 0.22}
{0.48, 0.23}
{0.48, 0.24}
{0.48, 0.25}
{0.48, 0.26}
{0.48, 0.27}
{0.48, 0.28}
{0.48, 0.29}
{0.48, 0.3}
{0.48, 0.31}
{0.48, 0.32}
{0.48, 0.33}
{0.48, 0.34}
{0.48, 0.35000000000000003}
{0.48, 0.36}
{0.48, 0.37}
{0.48, 0.38}
{0.48, 0.39}
{0.48, 0.4}
{0.48, 0.41000000000000003}
{0.48, 0.42}
{0.48, 0.43}
{0.48, 0.44}
{0.48, 0.45}
{0.48, 0.46}
{0.48, 0.47000000000000003}
{0.48, 0.48}
{0.48, 0.49}
{0.48, 0.5}
{0.48, 0.51}
{0.48, 0.52}
{0.48, 0.53}
{0.48, 0.54}
{0.48, 0.55}
{0.48, 0.56}
{0.48, 0.5700000000000001}
{0.48, 0.58}
{0.485, 0.}
{0.485, 0.01}
{0.485, 0.02}
{0.485, 0.03}
{0.485, 0.04}
{0.485, 0.05}
{0.485, 0.06}
{0.485, 0.07}
{0.485, 0.08}
{0.485, 0.09}
{0.485, 0.1}
{0.485, 0.11}
{0.485, 0.12}
{0.485, 0.13}
{0.485, 0.14}
{0.485, 0.15}
{0.485, 0.16}
{0.485, 0.17}
{0.485, 0.18}
{0.485, 0.19}
{0.485, 0.2}
{0.485, 0.21}
{0.485, 0.22}
{0.485, 0.23}
{0.485, 0.24}
{0.485, 0.25}
{0.485, 0.26}
{0.485, 0.27}
{0.485, 0.28}
{0.485, 0.29}
{0.485, 0.3}
{0.485, 0.31}
{0.485, 0.32}
{0.485, 0.33}
{0.485, 0.34}
{0.485, 0.35000000000000003}
{0.485, 0.36}
{0.485, 0.37}
{0.485, 0.38}
{0.485, 0.39}
{0.485, 0.4}
{0.485, 0.41000000000000003}
{0.485, 0.42}
{0.485, 0.43}
{0.485, 0.44}
{0.485, 0.45}
{0.485, 0.46}
{0.485, 0.47000000000000003}
{0.485, 0.48}
{0.485, 0.49}
{0.485, 0.5}
{0.485, 0.51}
{0.485, 0.52}
{0.485, 0.53}
{0.485, 0.54}
{0.485, 0.55}
{0.485, 0.56}
{0.485, 0.5700000000000001}
{0.49, 0.}
{0.49, 0.01}
{0.49, 0.02}
{0.49, 0.03}
{0.49, 0.04}
{0.49, 0.05}
{0.49, 0.06}
{0.49, 0.07}
{0.49, 0.08}
{0.49, 0.09}
{0.49, 0.1}
{0.49, 0.11}
{0.49, 0.12}
{0.49, 0.13}
{0.49, 0.14}
{0.49, 0.15}
{0.49, 0.16}
{0.49, 0.17}
{0.49, 0.18}
{0.49, 0.19}
{0.49, 0.2}
{0.49, 0.21}
{0.49, 0.22}
{0.49, 0.23}
{0.49, 0.24}
{0.49, 0.25}
{0.49, 0.26}
{0.49, 0.27}
{0.49, 0.28}
{0.49, 0.29}
{0.49, 0.3}
{0.49, 0.31}
{0.49, 0.32}
{0.49, 0.33}
{0.49, 0.34}
{0.49, 0.35000000000000003}
{0.49, 0.36}
{0.49, 0.37}
{0.49, 0.38}
{0.49, 0.39}
{0.49, 0.4}
{0.49, 0.41000000000000003}
{0.49, 0.42}
{0.49, 0.43}
{0.49, 0.44}
{0.49, 0.45}
{0.49, 0.46}
{0.49, 0.47000000000000003}
{0.49, 0.48}
{0.49, 0.49}
{0.49, 0.5}
{0.49, 0.51}
{0.49, 0.52}
{0.49, 0.53}
{0.49, 0.54}
{0.49, 0.55}
{0.49, 0.56}
{0.495, 0.}
{0.495, 0.01}
{0.495, 0.02}
{0.495, 0.03}
{0.495, 0.04}
{0.495, 0.05}
{0.495, 0.06}
{0.495, 0.07}
{0.495, 0.08}
{0.495, 0.09}
{0.495, 0.1}
{0.495, 0.11}
{0.495, 0.12}
{0.495, 0.13}
{0.495, 0.14}
{0.495, 0.15}
{0.495, 0.16}
{0.495, 0.17}
{0.495, 0.18}
{0.495, 0.19}
{0.495, 0.2}
{0.495, 0.21}
{0.495, 0.22}
{0.495, 0.23}
{0.495, 0.24}
{0.495, 0.25}
{0.495, 0.26}
{0.495, 0.27}
{0.495, 0.28}
{0.495, 0.29}
{0.495, 0.3}
{0.495, 0.31}
{0.495, 0.32}
{0.495, 0.33}
{0.495, 0.34}
{0.495, 0.35000000000000003}
{0.495, 0.36}
{0.495, 0.37}
{0.495, 0.38}
{0.495, 0.39}
{0.495, 0.4}
{0.495, 0.41000000000000003}
{0.495, 0.42}
{0.495, 0.43}
{0.495, 0.44}
{0.495, 0.45}
{0.495, 0.46}
{0.495, 0.47000000000000003}
{0.495, 0.48}
{0.495, 0.49}
{0.495, 0.5}
{0.495, 0.51}
{0.495, 0.52}
{0.495, 0.53}
{0.495, 0.54}
{0.495, 0.55}
{0.5, 0.}
{0.5, 0.01}
{0.5, 0.02}
{0.5, 0.03}
{0.5, 0.04}
{0.5, 0.05}
{0.5, 0.06}
{0.5, 0.07}
{0.5, 0.08}
{0.5, 0.09}
{0.5, 0.1}
{0.5, 0.11}
{0.5, 0.12}
{0.5, 0.13}
{0.5, 0.14}
{0.5, 0.15}
{0.5, 0.16}
{0.5, 0.17}
{0.5, 0.18}
{0.5, 0.19}
{0.5, 0.2}
{0.5, 0.21}
{0.5, 0.22}
{0.5, 0.23}
{0.5, 0.24}
{0.5, 0.25}
{0.5, 0.26}
{0.5, 0.27}
{0.5, 0.28}
{0.5, 0.29}
{0.5, 0.3}
{0.5, 0.31}
{0.5, 0.32}
{0.5, 0.33}
{0.5, 0.34}
{0.5, 0.35000000000000003}
{0.5, 0.36}
{0.5, 0.37}
{0.5, 0.38}
{0.5, 0.39}
{0.5, 0.4}
{0.5, 0.41000000000000003}
{0.5, 0.42}
{0.5, 0.43}
{0.5, 0.44}
{0.5, 0.45}
{0.5, 0.46}
{0.5, 0.47000000000000003}
{0.5, 0.48}
{0.5, 0.49}
{0.5, 0.5}
{0.5, 0.51}
{0.5, 0.52}
{0.5, 0.53}
{0.5, 0.54}
{0.5, 0.55}
